summary_name,excluded_summary_name,text_length,mbits
summary_gpt4o_23_1,summary_gpt4o_180_1,975,264.02671722965
summary_gpt4o_23_1,summary_gpt4o_73_1,975,269.69636297468
summary_gpt4o_23_1,summary_gpt4o_38_1,975,291.84855010878
summary_gpt4o_23_1,summary_gpt4o_49_1,975,274.3958262184799
summary_gpt4o_23_1,summary_gpt4o_3_1,975,26.71501203710001
summary_gpt4o_23_1,summary_gpt4o_69_1,975,241.68501286110003
summary_gpt4o_23_1,summary_gpt4o_18_1,975,145.18302044570004
summary_gpt4o_23_1,summary_gpt4o_75_1,975,259.51975970133003
summary_gpt4o_23_1,summary_gpt4o_186_1,975,284.21878967662695
summary_gpt4o_23_1,summary_gpt4o_8_1,975,94.53762987920004
summary_gpt4o_23_1,summary_gpt4o_83_1,975,279.33934858627407
summary_gpt4o_23_1,summary_gpt4o_54_1,975,263.13201203584
summary_gpt4o_23_1,summary_gpt4o_13_1,975,124.63238984264
summary_gpt4o_23_1,summary_gpt4o_170_1,975,260.23238548038006
summary_gpt4o_23_1,summary_gpt4o_62_1,975,229.85840664305
summary_gpt4o_23_1,summary_gpt4o_140_1,975,289.17363686264
summary_gpt4o_23_1,summary_gpt4o_66_1,975,276.68172559602004
summary_gpt4o_23_1,summary_gpt4o_42_1,975,286.38896587032997
summary_gpt4o_23_1,summary_gpt4o_33_1,975,254.30159083195
summary_gpt4o_66_1,summary_gpt4o_100_1,2174,536.773810753634
summary_gpt4o_66_1,summary_gpt4o_28_1,2174,246.090499950159
summary_gpt4o_66_1,summary_gpt4o_180_1,2174,497.10225744021005
summary_gpt4o_66_1,summary_gpt4o_73_1,2174,463.97960190907554
summary_gpt4o_66_1,summary_gpt4o_38_1,2174,323.32187007550135
summary_gpt4o_66_1,summary_gpt4o_49_1,2174,468.7907085360579
summary_gpt4o_66_1,summary_gpt4o_3_1,2174,28.83877406040602
summary_gpt4o_66_1,summary_gpt4o_69_1,2174,484.83745004212653
summary_gpt4o_66_1,summary_gpt4o_18_1,2174,179.581222872336
summary_gpt4o_66_1,summary_gpt4o_75_1,2174,511.00074235470805
summary_gpt4o_66_1,summary_gpt4o_186_1,2174,521.1236426214072
summary_gpt4o_66_1,summary_gpt4o_8_1,2174,107.33110329117802
summary_gpt4o_66_1,summary_gpt4o_83_1,2174,524.288051894213
summary_gpt4o_66_1,summary_gpt4o_54_1,2174,503.10737675765165
summary_gpt4o_66_1,summary_gpt4o_13_1,2174,155.74456672539304
summary_gpt4o_66_1,summary_gpt4o_170_1,2174,430.26182637432294
summary_gpt4o_66_1,summary_gpt4o_62_1,2174,395.74961355811496
summary_gpt4o_66_1,summary_gpt4o_140_1,2174,429.46870608686993
summary_gpt4o_66_1,summary_gpt4o_23_1,2174,242.28943318616294
summary_gpt4o_66_1,summary_gpt4o_42_1,2174,351.47289920416927
summary_gpt4o_66_1,summary_gpt4o_33_1,2174,269.39876119275897
summary_gpt4o_42_1,summary_gpt4o_100_1,1779,503.610398931236
summary_gpt4o_42_1,summary_gpt4o_28_1,1779,296.345631950071
summary_gpt4o_42_1,summary_gpt4o_180_1,1779,482.73087986604605
summary_gpt4o_42_1,summary_gpt4o_73_1,1779,464.9268642806579
summary_gpt4o_42_1,summary_gpt4o_38_1,1779,326.07489919882005
summary_gpt4o_42_1,summary_gpt4o_49_1,1779,375.521826085377
summary_gpt4o_42_1,summary_gpt4o_3_1,1779,37.29796835400701
summary_gpt4o_42_1,summary_gpt4o_69_1,1779,405.401613916354
summary_gpt4o_42_1,summary_gpt4o_18_1,1779,168.51963640547
summary_gpt4o_42_1,summary_gpt4o_75_1,1779,468.04114245722
summary_gpt4o_42_1,summary_gpt4o_186_1,1779,391.51517838432096
summary_gpt4o_42_1,summary_gpt4o_8_1,1779,134.210932089227
summary_gpt4o_42_1,summary_gpt4o_83_1,1779,475.21978541780095
summary_gpt4o_42_1,summary_gpt4o_54_1,1779,387.78842880373
summary_gpt4o_42_1,summary_gpt4o_13_1,1779,152.12277248125702
summary_gpt4o_42_1,summary_gpt4o_170_1,1779,404.68998219840773
summary_gpt4o_42_1,summary_gpt4o_62_1,1779,348.68210547888395
summary_gpt4o_42_1,summary_gpt4o_140_1,1779,427.518003049208
summary_gpt4o_42_1,summary_gpt4o_23_1,1779,280.62056710839
summary_gpt4o_42_1,summary_gpt4o_66_1,1779,392.924528121004
summary_gpt4o_42_1,summary_gpt4o_33_1,1779,333.17726230277
summary_gpt4o_33_1,summary_gpt4o_100_1,1156,402.809855782236
summary_gpt4o_33_1,summary_gpt4o_28_1,1156,252.23918065993996
summary_gpt4o_33_1,summary_gpt4o_180_1,1156,353.82598642480605
summary_gpt4o_33_1,summary_gpt4o_73_1,1156,332.073518961026
summary_gpt4o_33_1,summary_gpt4o_38_1,1156,301.9581006935
summary_gpt4o_33_1,summary_gpt4o_49_1,1156,284.51024546721095
summary_gpt4o_33_1,summary_gpt4o_3_1,1156,50.597620604300026
summary_gpt4o_33_1,summary_gpt4o_69_1,1156,291.926947668337
summary_gpt4o_33_1,summary_gpt4o_18_1,1156,123.79810214594498
summary_gpt4o_33_1,summary_gpt4o_75_1,1156,303.7392334618665
summary_gpt4o_33_1,summary_gpt4o_186_1,1156,294.182160521585
summary_gpt4o_33_1,summary_gpt4o_8_1,1156,117.04081559918004
summary_gpt4o_33_1,summary_gpt4o_83_1,1156,409.0445678713313
summary_gpt4o_33_1,summary_gpt4o_54_1,1156,286.35191098439003
summary_gpt4o_33_1,summary_gpt4o_13_1,1156,136.50460725511402
summary_gpt4o_33_1,summary_gpt4o_170_1,1156,328.380283072065
summary_gpt4o_33_1,summary_gpt4o_62_1,1156,312.57315212964295
summary_gpt4o_33_1,summary_gpt4o_140_1,1156,324.043345861438
summary_gpt4o_33_1,summary_gpt4o_23_1,1156,246.51117245065404
summary_gpt4o_33_1,summary_gpt4o_66_1,1156,283.89479776439697
summary_gpt4o_33_1,summary_gpt4o_42_1,1156,318.792552989141
