tag,kind,context_id,context_len,target_id,n_keypoints,target_len,mbits,rate
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_47_1,47,2011,205.3847079077127,0.21065098246944894
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_47_1,47,2011,104.33869574995845,0.16509287302208614
1000,recall,3,998,summary_gpt4o_47_1,47,2011,115.74905138197904,0.11598101340879664
1000,brief,brief_3,618,summary_gpt4o_47_1,47,2011,102.08620610888306,0.1651880357748917
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_48_1,48,2356,209.17179862517537,0.21453517807710296
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_48_1,48,2356,76.61409881929194,0.12122483990394294
1000,recall,3,998,summary_gpt4o_48_1,48,2356,114.78807292015836,0.11501810913843523
1000,brief,brief_3,618,summary_gpt4o_48_1,48,2356,86.72199124269582,0.14032684667102885
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_49_1,49,2063,227.7168940962938,0.2335557888167116
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_49_1,49,2063,93.28998743577245,0.147610739613564
1000,recall,3,998,summary_gpt4o_49_1,49,2063,106.6750886832732,0.10688886641610541
1000,brief,brief_3,618,summary_gpt4o_49_1,49,2063,96.63881409021484,0.1563734855828719
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_50_1,50,2236,217.2576748650472,0.22282838447697148
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_50_1,50,2236,121.3603666630138,0.19202589661869274
1000,recall,3,998,summary_gpt4o_50_1,50,2236,117.8764284934382,0.11811265380104027
1000,brief,brief_3,618,summary_gpt4o_50_1,50,2236,110.24338978399716,0.17838736211002776
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_51_1,51,2140,169.41253399944844,0.17375644512763944
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_51_1,51,2140,103.12832115085509,0.16317772333996058
1000,recall,3,998,summary_gpt4o_51_1,51,2140,54.20187403934415,0.05431049502940295
1000,brief,brief_3,618,summary_gpt4o_51_1,51,2140,65.22569115357328,0.1055431895688888
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_52_1,52,2113,249.5134147774363,0.2559111946435244
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_52_1,52,2113,78.5242688540493,0.12424726084501471
1000,recall,3,998,summary_gpt4o_52_1,52,2113,132.0321193603545,0.13229671278592636
1000,brief,brief_3,618,summary_gpt4o_52_1,52,2113,104.3497522920411,0.16885073186414418
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_53_1,53,2059,199.14054631358655,0.2042467141677811
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_53_1,53,2059,87.62171277545303,0.13864195059407125
1000,recall,3,998,summary_gpt4o_53_1,53,2059,71.43788744376116,0.07158104954284684
1000,brief,brief_3,618,summary_gpt4o_53_1,53,2059,68.22641961881914,0.11039873724728015
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_54_1,54,2625,176.69089241802885,0.18122142812105524
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_54_1,54,2625,74.29963904004467,0.11756272000007068
1000,recall,3,998,summary_gpt4o_54_1,54,2625,81.84070588517397,0.08200471531580558
1000,brief,brief_3,618,summary_gpt4o_54_1,54,2625,74.76038001913935,0.12097148870410898
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_55_1,55,2756,182.02438438979263,0.18669167629722322
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_55_1,55,2756,71.96505454290309,0.1138687571881378
1000,recall,3,998,summary_gpt4o_55_1,55,2756,84.78948788114599,0.08495940669453506
1000,brief,brief_3,618,summary_gpt4o_55_1,55,2756,73.93810477849388,0.1196409462435176
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_56_1,56,2221,203.27102856771273,0.2084831062232951
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_56_1,56,2221,71.10793624255052,0.11251255734580778
1000,recall,3,998,summary_gpt4o_56_1,56,2221,91.14561800241631,0.09132827455151935
1000,brief,brief_3,618,summary_gpt4o_56_1,56,2221,79.55003966002027,0.12872174702268652
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_57_1,57,2195,207.1054050797895,0.2124158000818354
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_57_1,57,2195,67.69779467771127,0.10711676373055581
1000,recall,3,998,summary_gpt4o_57_1,57,2195,121.50335815296307,0.12174685185667643
1000,brief,brief_3,618,summary_gpt4o_57_1,57,2195,91.97476903720236,0.14882648711521418
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_58_1,58,2431,232.78632350962857,0.23875520359961905
