summary_name,recall_id,text_length,mbits
summary_gpt4o_69_1,46,3022,99.60143669668102
summary_gpt4o_69_1,78,3022,30.170358754167
summary_gpt4o_69_1,59,3022,112.58906602768705
summary_gpt4o_69_1,39,3022,72.83960170349502
summary_gpt4o_69_1,49,3022,104.374640053897
summary_gpt4o_69_1,74,3022,82.56569783976707
summary_gpt4o_69_1,44,3022,89.39712884934855
summary_gpt4o_69_1,84,3022,134.756367007667
summary_gpt4o_69_1,89,3022,93.61451405674698
summary_gpt4o_69_1,37,3022,99.13975016081801
summary_gpt4o_69_1,15,3022,185.63329952414503
summary_gpt4o_69_1,98,3022,225.21440084224898
summary_gpt4o_18_1,50,737,7.552222398759977
summary_gpt4o_18_1,43,737,42.84753618693997
summary_gpt4o_18_1,57,737,31.628764576039995
summary_gpt4o_18_1,76,737,33.243483618119974
summary_gpt4o_18_1,36,737,30.36675861669997
summary_gpt4o_18_1,26,737,61.13731681206998
summary_gpt4o_18_1,63,737,39.08002554293998
summary_gpt4o_18_1,16,737,35.775798304739986
summary_gpt4o_18_1,24,737,54.11700328484997
summary_gpt4o_18_1,90,737,55.19724578339999
summary_gpt4o_18_1,10,737,66.99802353043
summary_gpt4o_18_1,77,737,93.39185365296996
summary_gpt4o_18_1,46,737,67.29630647203996
summary_gpt4o_18_1,78,737,33.52511638189999
summary_gpt4o_18_1,59,737,59.79680557251996
summary_gpt4o_18_1,39,737,29.118372674939963
summary_gpt4o_18_1,49,737,61.585459881399984
summary_gpt4o_18_1,74,737,52.48059444323997
summary_gpt4o_18_1,44,737,64.42518236543997
summary_gpt4o_18_1,84,737,74.61251534435999
summary_gpt4o_18_1,89,737,65.95413439402998
summary_gpt4o_18_1,37,737,52.76899498948397
summary_gpt4o_18_1,15,737,88.74387385728096
summary_gpt4o_18_1,98,737,123.3888564495
summary_gpt4o_75_1,50,3018,-0.6753714482260094
summary_gpt4o_75_1,43,3018,34.733435724824
summary_gpt4o_75_1,57,3018,34.854934463454
summary_gpt4o_75_1,76,3018,48.27440435257398
summary_gpt4o_75_1,36,3018,13.11974973497402
summary_gpt4o_75_1,26,3018,52.061631381744014
summary_gpt4o_75_1,63,3018,49.344627154174006
summary_gpt4o_75_1,16,3018,22.810722408804022
summary_gpt4o_75_1,24,3018,88.081357832594
summary_gpt4o_75_1,90,3018,84.12997521640602
summary_gpt4o_75_1,10,3018,55.948481975054
summary_gpt4o_75_1,77,3018,109.02845511437401
summary_gpt4o_75_1,46,3018,135.372098324534
summary_gpt4o_75_1,78,3018,53.67541068610397
summary_gpt4o_75_1,59,3018,127.28920323379397
summary_gpt4o_75_1,39,3018,83.986876680854
summary_gpt4o_75_1,49,3018,146.01166385661398
summary_gpt4o_75_1,74,3018,93.71971285306398
summary_gpt4o_75_1,44,3018,104.96372024509198
summary_gpt4o_75_1,84,3018,158.628283279954
summary_gpt4o_75_1,89,3018,120.42128751283
summary_gpt4o_75_1,37,3018,111.19575136560998
summary_gpt4o_75_1,15,3018,205.05546137633397
summary_gpt4o_75_1,98,3018,273.55812858800306
summary_gpt4o_186_1,50,8032,-50.375100883440005
summary_gpt4o_186_1,43,8032,-9.276200247365992
summary_gpt4o_186_1,57,8032,-6.878782895059963
summary_gpt4o_186_1,76,8032,-24.893300504944087
summary_gpt4o_186_1,36,8032,-56.576035344695015
summary_gpt4o_186_1,26,8032,-33.19747201647999
summary_gpt4o_186_1,63,8032,-5.362154525806034
summary_gpt4o_186_1,16,8032,-38.64943688564998
summary_gpt4o_186_1,24,8032,12.857056922420007
summary_gpt4o_186_1,90,8032,-0.4579103199169232
summary_gpt4o_186_1,10,8032,5.432498852729026
summary_gpt4o_186_1,77,8032,33.16687410052501
summary_gpt4o_186_1,46,8032,49.185372375937035
summary_gpt4o_186_1,78,8032,-10.34348968881001
summary_gpt4o_186_1,59,8032,84.58481728315301
summary_gpt4o_186_1,39,8032,14.917403144664
summary_gpt4o_186_1,49,8032,75.72566446798805
summary_gpt4o_186_1,74,8032,6.609649546974094
summary_gpt4o_186_1,44,8032,42.94615443018208
summary_gpt4o_186_1,84,8032,73.11751294866004
summary_gpt4o_186_1,89,8032,21.214647192230075
summary_gpt4o_186_1,37,8032,76.80761911730698
summary_gpt4o_186_1,15,8032,141.78053464941502
summary_gpt4o_186_1,98,8032,204.28002291865408
summary_gpt4o_8_1,50,578,12.789615581736996
summary_gpt4o_8_1,43,578,37.276642484406985
summary_gpt4o_8_1,57,578,24.586678645137006
summary_gpt4o_8_1,76,578,27.650119538037004
summary_gpt4o_8_1,36,578,29.201692763637
summary_gpt4o_8_1,26,578,54.127153638637026
summary_gpt4o_8_1,63,578,43.00783873953698
summary_gpt4o_8_1,16,578,33.383969126437016
summary_gpt4o_8_1,24,578,57.42010278087699
summary_gpt4o_8_1,90,578,34.14519011127699
summary_gpt4o_8_1,10,578,66.93887096823701
summary_gpt4o_8_1,77,578,74.56125891348698
summary_gpt4o_8_1,46,578,88.02307270413701
summary_gpt4o_8_1,78,578,35.26444691825699
summary_gpt4o_8_1,59,578,53.187161335937006
summary_gpt4o_8_1,39,578,53.82816008434699
summary_gpt4o_8_1,49,578,61.556697215433005
summary_gpt4o_8_1,74,578,43.745906614637015
summary_gpt4o_8_1,44,578,33.70230135499702
summary_gpt4o_8_1,84,578,36.89473306643701
summary_gpt4o_8_1,89,578,44.21921204943699
summary_gpt4o_8_1,37,578,63.500833066767
summary_gpt4o_8_1,15,578,88.432041220943
summary_gpt4o_8_1,98,578,121.86476572400696
summary_gpt4o_83_1,50,3084,11.362368705130027
summary_gpt4o_83_1,43,3084,48.50629268603604
summary_gpt4o_83_1,57,3084,44.802343763799996
summary_gpt4o_83_1,76,3084,50.008134376280005
summary_gpt4o_83_1,36,3084,9.684979101610026
summary_gpt4o_83_1,26,3084,39.92337959803901
summary_gpt4o_83_1,63,3084,53.77886170523999
summary_gpt4o_83_1,16,3084,25.62021039070603
summary_gpt4o_83_1,24,3084,90.08436293926702
summary_gpt4o_83_1,90,3084,69.22783430695252
summary_gpt4o_83_1,10,3084,57.852228247897
summary_gpt4o_83_1,77,3084,80.73970889749401
summary_gpt4o_83_1,46,3084,107.93302934831101
summary_gpt4o_83_1,78,3084,44.029281131139996
summary_gpt4o_83_1,59,3084,121.71399709606904
summary_gpt4o_83_1,39,3084,54.54361593655607
summary_gpt4o_83_1,49,3084,126.68193393622
summary_gpt4o_83_1,74,3084,57.64815781180698
summary_gpt4o_83_1,44,3084,101.12733486503404
summary_gpt4o_83_1,84,3084,137.7408037008195
summary_gpt4o_83_1,89,3084,126.70542592249949
summary_gpt4o_83_1,37,3084,153.5026779295493
summary_gpt4o_83_1,15,3084,197.24620017285724
summary_gpt4o_83_1,98,3084,305.296654619581
summary_gpt4o_54_1,50,2719,-9.326000627870014
summary_gpt4o_54_1,43,2719,29.097160305440028
summary_gpt4o_54_1,57,2719,20.73115456902
summary_gpt4o_54_1,76,2719,38.06705917612996
summary_gpt4o_54_1,36,2719,7.039005767409984
summary_gpt4o_54_1,26,2719,39.61868993036001
summary_gpt4o_54_1,63,2719,45.43677123361
summary_gpt4o_54_1,16,2719,9.548779295779996
summary_gpt4o_54_1,24,2719,66.81234795878999
summary_gpt4o_54_1,90,2719,49.89486011736999
summary_gpt4o_54_1,10,2719,46.09402773433001
summary_gpt4o_54_1,77,2719,111.37823754098994
summary_gpt4o_54_1,46,2719,91.98274913233998
summary_gpt4o_54_1,78,2719,25.362043388389978
summary_gpt4o_54_1,59,2719,109.57752226182998
summary_gpt4o_54_1,39,2719,57.46530369752996
summary_gpt4o_54_1,49,2719,108.19011810282399
summary_gpt4o_54_1,74,2719,81.02251748767996
summary_gpt4o_54_1,44,2719,130.79595658197
summary_gpt4o_54_1,84,2719,122.47124733177002
summary_gpt4o_54_1,89,2719,102.71459550783001
summary_gpt4o_54_1,37,2719,119.62382403550998
summary_gpt4o_54_1,15,2719,189.70605434857998
summary_gpt4o_54_1,98,2719,235.93907635563005
summary_gpt4o_13_1,50,780,18.381941848150014
summary_gpt4o_13_1,43,780,54.319992656699995
summary_gpt4o_13_1,57,780,47.86748444295
summary_gpt4o_13_1,76,780,34.726657735550006
summary_gpt4o_13_1,36,780,35.663582581750006
summary_gpt4o_13_1,26,780,76.50273951565003
summary_gpt4o_13_1,63,780,46.30393291295003
summary_gpt4o_13_1,16,780,35.78871068615002
summary_gpt4o_13_1,24,780,53.94296881479002
summary_gpt4o_13_1,90,780,65.70274971471001
summary_gpt4o_13_1,10,780,78.34268923625001
summary_gpt4o_13_1,77,780,94.96902420843001
summary_gpt4o_13_1,46,780,75.11393260325
summary_gpt4o_13_1,78,780,37.11049676804002
summary_gpt4o_13_1,59,780,67.71904383965001
summary_gpt4o_13_1,39,780,38.64316523195002
summary_gpt4o_13_1,49,780,66.92592503007
summary_gpt4o_13_1,74,780,52.824262682349996
summary_gpt4o_13_1,44,780,58.380304717315994
summary_gpt4o_13_1,84,780,75.83513086005003
summary_gpt4o_13_1,89,780,84.52076816721002
summary_gpt4o_13_1,37,780,58.53142211922004
summary_gpt4o_13_1,15,780,108.28492711797001
summary_gpt4o_13_1,98,780,122.52772113990503
summary_gpt4o_170_1,50,4868,-24.859150365610013
summary_gpt4o_170_1,43,4868,16.510656894990007
summary_gpt4o_170_1,57,4868,13.833658314959976
summary_gpt4o_170_1,76,4868,5.2446794452400045
summary_gpt4o_170_1,36,4868,-23.719176472840033
summary_gpt4o_170_1,26,4868,12.777948688150026
summary_gpt4o_170_1,63,4868,17.220999392859994
summary_gpt4o_170_1,16,4868,16.372779475989972
summary_gpt4o_170_1,24,4868,57.158955906462985
summary_gpt4o_170_1,90,4868,60.155974246100016
summary_gpt4o_170_1,10,4868,28.284731969809968
summary_gpt4o_170_1,77,4868,76.48732580267
summary_gpt4o_170_1,46,4868,80.34148887234997
summary_gpt4o_170_1,78,4868,8.810313107039999
summary_gpt4o_170_1,59,4868,116.28850049841003
summary_gpt4o_170_1,39,4868,25.104649419719983
summary_gpt4o_170_1,49,4868,105.38893682891998
summary_gpt4o_170_1,74,4868,60.80958525141999
summary_gpt4o_170_1,44,4868,90.39583495984999
summary_gpt4o_170_1,84,4868,99.12699967808999
summary_gpt4o_170_1,89,4868,83.92605125284
summary_gpt4o_170_1,37,4868,139.64701292040502
summary_gpt4o_170_1,15,4868,183.88274543761528
summary_gpt4o_170_1,98,4868,256.58081532420704
summary_gpt4o_62_1,50,1858,10.952458329739985
summary_gpt4o_62_1,43,1858,45.08962850635001
summary_gpt4o_62_1,57,1858,53.37307877219998
summary_gpt4o_62_1,76,1858,44.32177722869
summary_gpt4o_62_1,36,1858,30.311486017429992
summary_gpt4o_62_1,26,1858,55.14595012363998
summary_gpt4o_62_1,63,1858,43.764681825039986
summary_gpt4o_62_1,16,1858,43.52466695634002
summary_gpt4o_62_1,24,1858,103.50888902154
summary_gpt4o_62_1,90,1858,55.11035137543999
summary_gpt4o_62_1,10,1858,78.73614426657
summary_gpt4o_62_1,77,1858,125.60743811096998
summary_gpt4o_62_1,46,1858,108.61827867914
summary_gpt4o_62_1,78,1858,60.36674580659002
summary_gpt4o_62_1,59,1858,126.45373604441002
summary_gpt4o_62_1,39,1858,101.31402033962001
summary_gpt4o_62_1,49,1858,127.73952540068001
summary_gpt4o_62_1,74,1858,75.40977249154002
summary_gpt4o_62_1,44,1858,94.26807974715501
summary_gpt4o_62_1,84,1858,127.42560129795999
summary_gpt4o_62_1,89,1858,128.98910264022
summary_gpt4o_62_1,37,1858,108.67089666310002
summary_gpt4o_62_1,15,1858,223.82751411928
summary_gpt4o_62_1,98,1858,251.016745443156
summary_gpt4o_140_1,50,2305,-8.58285833273999
summary_gpt4o_140_1,43,2305,28.14178747645
summary_gpt4o_140_1,57,2305,17.91526622606996
summary_gpt4o_140_1,76,2305,42.21268506267998
summary_gpt4o_140_1,36,2305,-4.694236684320009
summary_gpt4o_140_1,26,2305,46.07623462662599
summary_gpt4o_140_1,63,2305,20.704317901829974
summary_gpt4o_140_1,16,2305,7.03833438479
summary_gpt4o_140_1,24,2305,85.39560676302999
summary_gpt4o_140_1,90,2305,50.299488266869986
summary_gpt4o_140_1,10,2305,58.91139903785997
summary_gpt4o_140_1,77,2305,116.35705960065597
summary_gpt4o_140_1,46,2305,79.05598419824
summary_gpt4o_140_1,78,2305,20.87384655636201
summary_gpt4o_140_1,59,2305,103.09793665703
summary_gpt4o_140_1,39,2305,49.844005427539976
summary_gpt4o_140_1,49,2305,104.81446019860998
summary_gpt4o_140_1,74,2305,55.46946561294
summary_gpt4o_140_1,44,2305,98.11484548124898
summary_gpt4o_140_1,84,2305,85.40677098242396
summary_gpt4o_140_1,89,2305,112.60381723653997
summary_gpt4o_140_1,37,2305,114.70313111111298
summary_gpt4o_140_1,15,2305,190.59374426325002
summary_gpt4o_140_1,98,2305,249.77004124972
summary_gpt4o_23_1,50,975,0.6055701221000156
summary_gpt4o_23_1,43,975,36.85762285524001
summary_gpt4o_23_1,57,975,38.30774762219998
summary_gpt4o_23_1,76,975,31.0557799354
summary_gpt4o_23_1,36,975,12.18664775260001
summary_gpt4o_23_1,26,975,37.5184529519
summary_gpt4o_23_1,63,975,25.215912514700015
summary_gpt4o_23_1,16,975,23.976619054500006
summary_gpt4o_23_1,24,975,52.83366850569998
summary_gpt4o_23_1,90,975,56.24772830736002
summary_gpt4o_23_1,10,975,58.998116936
summary_gpt4o_23_1,77,975,82.2082585062
summary_gpt4o_23_1,46,975,66.28090820269999
summary_gpt4o_23_1,78,975,32.96479692736001
summary_gpt4o_23_1,59,975,65.33461789340001
summary_gpt4o_23_1,39,975,38.05988633350002
summary_gpt4o_23_1,49,975,87.94912754317001
summary_gpt4o_23_1,74,975,59.25294067820002
summary_gpt4o_23_1,44,975,94.22634223021001
summary_gpt4o_23_1,84,975,81.77869105270003
summary_gpt4o_23_1,89,975,89.09909941180001
summary_gpt4o_23_1,37,975,53.66119898757999
summary_gpt4o_23_1,15,975,128.14223630512004
summary_gpt4o_23_1,98,975,137.1570517848
summary_gpt4o_66_1,50,2174,8.821996501843026
summary_gpt4o_66_1,43,2174,40.68848623637306
summary_gpt4o_66_1,57,2174,48.58027879538302
summary_gpt4o_66_1,76,2174,31.330301543763042
summary_gpt4o_66_1,36,2174,8.105454914373023
summary_gpt4o_66_1,26,2174,56.13177252301004
summary_gpt4o_66_1,63,2174,57.605793394727016
summary_gpt4o_66_1,16,2174,23.022729977075006
summary_gpt4o_66_1,24,2174,64.63044648470705
summary_gpt4o_66_1,90,2174,61.14132586184703
summary_gpt4o_66_1,10,2174,72.67152015878504
summary_gpt4o_66_1,77,2174,90.58596639402805
summary_gpt4o_66_1,46,2174,116.25632427030904
summary_gpt4o_66_1,78,2174,41.32100480619804
summary_gpt4o_66_1,59,2174,131.39042344614404
summary_gpt4o_66_1,39,2174,78.43713836802903
summary_gpt4o_66_1,49,2174,122.83759929614702
summary_gpt4o_66_1,74,2174,57.93928412478805
summary_gpt4o_66_1,44,2174,86.86615947295304
summary_gpt4o_66_1,84,2174,125.06102834583307
summary_gpt4o_66_1,89,2174,102.09839210356401
summary_gpt4o_66_1,37,2174,110.99325623469235
summary_gpt4o_66_1,15,2174,183.69033248936373
summary_gpt4o_66_1,98,2174,255.23311406543303
summary_gpt4o_42_1,50,1779,-0.27990755367299136
summary_gpt4o_42_1,43,1779,42.73584681528699
summary_gpt4o_42_1,57,1779,34.028664631607015
summary_gpt4o_42_1,76,1779,30.32776157530702
summary_gpt4o_42_1,36,1779,9.232478159907021
summary_gpt4o_42_1,26,1779,35.285677605407
summary_gpt4o_42_1,63,1779,32.51301464611699
summary_gpt4o_42_1,16,1779,36.05887210075703
summary_gpt4o_42_1,24,1779,98.89633239632398
summary_gpt4o_42_1,90,1779,81.698931961607
summary_gpt4o_42_1,10,1779,72.940337301257
summary_gpt4o_42_1,77,1779,106.53377665604
summary_gpt4o_42_1,46,1779,132.612640939237
summary_gpt4o_42_1,78,1779,36.797544464457005
summary_gpt4o_42_1,59,1779,89.69065650244698
summary_gpt4o_42_1,39,1779,92.19074532862099
summary_gpt4o_42_1,49,1779,141.292134993207
summary_gpt4o_42_1,74,1779,65.81999577957701
summary_gpt4o_42_1,44,1779,111.108276629417
summary_gpt4o_42_1,84,1779,148.543669316207
summary_gpt4o_42_1,89,1779,105.797399130737
summary_gpt4o_42_1,37,1779,121.62553816910699
summary_gpt4o_42_1,15,1779,197.831541171181
summary_gpt4o_42_1,98,1779,245.74495032942
summary_gpt4o_33_1,50,1156,8.838909858280005
summary_gpt4o_33_1,43,1156,55.53026125525002
summary_gpt4o_33_1,57,1156,34.196222308240024
summary_gpt4o_33_1,76,1156,32.79406551915001
summary_gpt4o_33_1,36,1156,18.319177909580027
summary_gpt4o_33_1,26,1156,49.631635457600034
summary_gpt4o_33_1,63,1156,42.40846827152003
summary_gpt4o_33_1,16,1156,31.217747124580026
summary_gpt4o_33_1,24,1156,67.69405327215003
summary_gpt4o_33_1,90,1156,71.54657747925003
summary_gpt4o_33_1,10,1156,71.29263657181002
summary_gpt4o_33_1,77,1156,93.36893418244004
summary_gpt4o_33_1,46,1156,116.19504586098002
summary_gpt4o_33_1,78,1156,40.81584226504002
summary_gpt4o_33_1,59,1156,85.33464038438002
summary_gpt4o_33_1,39,1156,78.03927559151502
summary_gpt4o_33_1,49,1156,113.8060293276
summary_gpt4o_33_1,74,1156,61.60724906548002
summary_gpt4o_33_1,44,1156,105.332358235864
summary_gpt4o_33_1,84,1156,115.25158483235003
summary_gpt4o_33_1,89,1156,89.01204566105004
summary_gpt4o_33_1,37,1156,110.21260847688002
summary_gpt4o_33_1,15,1156,189.18004236707003
summary_gpt4o_33_1,98,1156,215.45806923176002
